Velocity/(rpm),Current/(A),Current/(A),Current/(A),Angle/(rad),Angle/(rad),Tem/(Nm),Current/(A),Current/(A),Current/(A),Current/(A),Force/(N),Force/(N),Force/(N),Force/(N),Displacement/(um),Displacement/(um),Velocity/(m/s),Velocity/(m/s),Angle/(rad)
1936.206862,10.240310,0.000000,1.687400,-0.137856,9.286922,0.024106,-0.702955,0.208047,-0.701124,0.183294,-2.159806,0.569000,-1.027731,-0.106530,0.264133,-0.391259,0.001082,0.000295,-0.038960
1938.514893,11.568486,0.000000,0.000000,-0.133799,9.290979,0.031593,-0.993997,0.073234,-0.811464,0.097917,-2.317432,0.285283,-1.884240,-0.340180,0.284965,-0.385525,0.001000,0.000279,-0.040260
1941.457572,12.735144,0.000000,0.000000,-0.129736,9.295042,0.038079,-0.749724,-0.054729,-0.811464,0.097917,-2.317432,0.285283,-1.530840,-0.638886,0.304036,-0.380064,0.000905,0.000266,-0.040260
1944.995290,13.763074,0.000000,0.000000,-0.125666,9.299112,0.044375,-0.856693,0.162199,-0.811464,0.097917,-2.317432,0.285283,-2.029989,-0.029527,0.321125,-0.374876,0.000800,0.000254,-0.040260
1949.097107,14.671416,0.000000,0.000000,-0.121588,9.303190,0.050294,-0.959430,0.036925,-0.811464,0.097917,-2.317432,0.285283,-2.564821,-0.372364,0.336010,-0.369897,0.000686,0.000243,-0.040260
1953.636338,14.923576,0.000000,0.000000,-0.117500,9.307277,0.051856,-0.894285,0.080522,-0.811464,0.097917,-2.317432,0.285283,-2.469986,-0.219057,0.348479,-0.365125,0.000560,0.000235,-0.040260
1958.181809,14.942024,0.000000,0.000000,-0.113404,9.311374,0.051758,-0.684259,-0.048135,-0.597126,0.101579,-1.962159,0.338687,-1.830803,-0.636963,0.358735,-0.360504,0.000468,0.000227,-0.036913
1962.719464,15.066890,0.000000,0.000000,-0.109298,9.315480,0.052402,-0.483192,-0.015972,-0.597126,0.101579,-1.962159,0.338687,-1.200536,-0.523870,0.367153,-0.356015,0.000374,0.000221,-0.036913
1967.243787,14.869252,0.000000,0.000000,-0.105182,9.319596,0.050868,-0.595299,0.015047,-0.597126,0.101579,-1.962159,0.338687,-1.605764,-0.412303,0.373689,-0.351658,0.000278,0.000215,-0.036913
1971.743190,14.991609,0.000000,0.000000,-0.101057,9.323721,0.051524,-0.703759,0.044056,-0.597126,0.101579,-1.962159,0.338687,-2.062689,-0.303050,0.378304,-0.347433,0.000182,0.000210,-0.036913
1976.229563,15.109029,0.000000,0.000000,-0.096922,9.327856,0.052065,-0.513997,0.072653,-0.597126,0.101579,-1.962159,0.338687,-1.430940,-0.183911,0.380945,-0.343262,0.000081,0.000207,-0.036913
1980.689885,14.923395,0.000000,0.000000,-0.092778,9.332000,0.050529,-0.343409,0.088226,-0.335428,0.094873,-1.248878,0.359022,-0.805215,-0.114523,0.382030,-0.339218,0.000027,0.000199,-0.032466
1985.121690,15.039596,0.000000,0.000000,-0.088625,9.336153,0.051051,-0.321386,0.102230,-0.335428,0.094873,-1.248878,0.359022,-0.760068,-0.045180,0.382056,-0.335294,-0.000025,0.000195,-0.032466
1989.543342,14.958482,0.000000,0.000000,-0.084463,9.340315,0.050213,-0.301001,0.114913,-0.335428,0.094873,-1.248878,0.359022,-0.702425,0.016318,0.381070,-0.331420,-0.000075,0.000194,-0.032466
1993.921500,14.977404,0.000000,0.000000,-0.080291,9.344487,0.050037,-0.415762,-0.007249,-0.335428,0.094873,-1.248878,0.359022,-1.195294,-0.469228,0.378973,-0.327528,-0.000134,0.000195,-0.032466
1998.278262,15.088541,0.000000,0.000000,-0.076110,9.348668,0.050427,-0.393499,0.007904,-0.335428,0.094873,-1.248878,0.359022,-1.156176,-0.402990,0.375693,-0.323701,-0.000192,0.000187,-0.032466
2002.601992,14.923375,0.000000,0.000000,-0.071920,9.352858,0.048935,-0.247013,0.016034,-0.161115,0.083830,-0.672619,0.354427,-0.560026,-0.359028,0.371568,-0.320005,-0.000219,0.000182,-0.028061
2006.882542,15.034809,0.000000,0.000000,-0.067721,9.357057,0.049241,-0.235323,0.023347,-0.161115,0.083830,-0.672619,0.354427,-0.545243,-0.321537,0.366928,-0.316389,-0.000244,0.000179,-0.028061
2011.134322,14.966519,0.000000,0.000000,-0.063513,9.361265,0.048321,-0.224474,0.029993,-0.161115,0.083830,-0.672619,0.354427,-0.520511,-0.286750,0.361798,-0.312813,-0.000268,0.000178,-0.028061
2015.325321,14.990671,0.000000,0.000000,-0.059297,9.365481,0.047944,-0.214394,0.036036,-0.161115,0.083830,-0.672619,0.354427,-0.504196,-0.252863,0.356200,-0.309239,-0.000291,0.000179,-0.028061
2019.472715,15.100890,0.000000,0.000000,-0.055071,9.369707,0.048039,-0.205018,0.041539,-0.161115,0.083830,-0.672619,0.354427,-0.495311,-0.219258,0.350154,-0.305630,-0.000313,0.000181,-0.028061
2023.549809,15.042911,0.000000,0.000000,-0.050837,9.373941,0.046979,-0.198714,0.044131,-0.067981,0.073185,-0.317221,0.340631,-0.488724,-0.200414,0.343835,-0.302015,-0.000319,0.000178,-0.023764
2027.558525,14.906757,0.000000,0.000000,-0.046594,9.378183,0.045350,-0.192807,0.046484,-0.067981,0.073185,-0.317221,0.340631,-0.478362,-0.183540,0.337390,-0.298453,-0.000325,0.000176,-0.023764
2031.485357,14.860169,0.000000,0.000000,-0.042344,9.382434,0.044163,-0.187271,0.048625,-0.067981,0.073185,-0.317221,0.340631,-0.474537,-0.166304,0.330823,-0.294923,-0.000331,0.000175,-0.023764
2035.317169,14.980559,0.000000,0.000000,-0.038085,9.386693,0.043800,-0.182085,0.050576,-0.067981,0.073185,-0.317221,0.340631,-0.481701,-0.147185,0.324137,-0.291406,-0.000337,0.000175,-0.023764
2039.036440,15.103183,0.000000,0.000000,-0.033818,9.390960,0.043206,-0.177230,0.052360,-0.067981,0.073185,-0.317221,0.340631,-0.489703,-0.128374,0.317334,-0.287880,-0.000343,0.000176,-0.023764
2042.622575,15.071675,0.000000,0.000000,-0.029543,9.395235,0.041437,-0.173751,0.052942,-0.027016,0.061115,-0.142378,0.309956,-0.494473,-0.118135,0.310493,-0.284411,-0.000341,0.000170,-0.019734
2046.049885,15.048239,0.000000,0.000000,-0.025261,9.399517,0.039344,-0.170503,0.053476,-0.027016,0.061115,-0.142378,0.309956,-0.500103,-0.108182,0.303687,-0.281051,-0.000339,0.000165,-0.019734
2049.280716,15.034185,0.000000,0.000000,-0.020973,9.403805,0.036776,-0.167494,0.053977,-0.027016,0.061115,-0.142378,0.309956,-0.506665,-0.098443,0.296912,-0.277787,-0.000338,0.000160,-0.019734
2052.249724,15.032705,0.000000,0.000000,-0.016677,9.408101,0.033494,-0.164736,0.054460,-0.027016,0.061115,-0.142378,0.309956,-0.514334,-0.088821,0.290165,-0.274609,-0.000337,0.000156,-0.019734
2054.870770,15.047374,0.000000,0.000000,-0.012376,9.412402,0.029073,-0.162258,0.054947,-0.027016,0.061115,-0.142378,0.309956,-0.523271,-0.079224,0.283441,-0.271503,-0.000336,0.000153,-0.019734
2057.001166,15.084749,0.000000,0.000000,-0.008070,9.416708,0.022726,-0.160113,0.055468,-0.009197,0.054620,-0.058489,0.297789,-0.533703,-0.069548,0.276734,-0.268460,-0.000335,0.000150,-0.016403
2058.402232,14.932625,0.000000,0.000000,-0.003760,9.421018,0.012547,-0.158399,0.056070,-0.009197,0.054620,-0.058489,0.297789,-0.532574,-0.063940,0.270039,-0.265468,-0.000335,0.000148,-0.016403
2058.674864,14.983548,0.000000,0.000000,0.000552,9.425330,-0.002037,-0.157289,0.056832,-0.009197,0.054620,-0.058489,0.297789,-0.541477,-0.055134,0.263351,-0.262518,-0.000334,0.000146,-0.016403
2057.561638,14.948401,0.000000,0.000000,0.004862,9.429640,-0.015499,-0.156883,0.057809,-0.009197,0.054620,-0.058489,0.297789,-0.541029,-0.046281,0.256663,-0.259599,-0.000334,0.000145,-0.016403
2055.420807,15.037045,0.000000,0.000000,0.009169,9.433947,-0.024480,-0.157000,0.058954,-0.009197,0.054620,-0.058489,0.297789,-0.546495,-0.035910,0.249974,-0.256704,-0.000335,0.000144,-0.016403
2052.607543,15.006288,0.000000,0.000000,0.013471,9.438249,-0.030195,-0.049549,0.059292,0.001968,0.053363,0.002053,0.291865,0.039208,-0.016787,0.243337,-0.253824,-0.000328,0.000143,-0.016126
2049.338878,14.996369,0.000000,0.000000,0.017767,9.442545,-0.034248,-0.050199,0.059675,0.001968,0.053363,0.002053,0.291865,0.031762,-0.015229,0.236840,-0.250952,-0.000321,0.000143,-0.016126
2045.745460,15.079212,0.000000,0.000000,0.022055,9.446833,-0.037688,-0.050909,0.060133,0.001968,0.053363,0.002053,0.291865,0.022753,-0.011705,0.230476,-0.248088,-0.000314,0.000142,-0.016126
2041.901269,15.019284,0.000000,0.000000,0.026335,9.451113,-0.039722,-0.051670,0.060651,0.001968,0.053363,0.002053,0.291865,0.016490,-0.011065,0.224234,-0.245230,-0.000309,0.000142,-0.016126
2037.858305,15.045186,0.000000,0.000000,0.030607,9.455385,-0.041713,-0.052475,0.061223,0.001968,0.053363,0.002053,0.291865,0.008767,-0.008599,0.218105,-0.242376,-0.000303,0.000142,-0.016126
2033.664657,14.999486,0.000000,0.000000,0.034871,9.459649,-0.042953,-0.053323,0.061844,0.009398,0.053327,0.041821,0.270275,0.002458,-0.007532,0.212081,-0.239526,-0.000298,0.000142,-0.019525
2029.347583,14.877723,0.000000,0.000000,0.039125,9.463903,-0.043474,-0.054209,0.062509,0.009398,0.053327,0.041821,0.270275,-0.002371,-0.007935,0.206152,-0.236676,-0.000294,0.000142,-0.019525
2024.924156,14.921571,0.000000,0.000000,0.043371,9.468149,-0.044758,-0.055133,0.063217,0.009398,0.053327,0.041821,0.270275,-0.010117,-0.004946,0.200311,-0.233826,-0.000289,0.000142,-0.019525
2020.413759,14.970840,0.000000,0.000000,0.047607,9.472385,-0.045935,-0.056095,0.063967,0.009398,0.053327,0.041821,0.270275,-0.017869,-0.001815,0.194549,-0.230974,-0.000286,0.000142,-0.019525
2015.826384,15.024904,0.000000,0.000000,0.051833,9.476611,-0.047032,-0.057094,0.064757,0.009398,0.053327,0.041821,0.270275,-0.025620,0.001439,0.188857,-0.228118,-0.000282,0.000142,-0.019525
2011.170294,15.083269,0.000000,0.000000,0.056050,9.480828,-0.048070,-0.058131,0.065589,0.013908,0.052340,0.061004,0.242801,-0.033369,0.004802,0.183227,-0.225256,-0.000279,0.000143,-0.023884
2006.457155,15.058830,0.000000,0.000000,0.060257,9.485035,-0.048503,-0.059205,0.066462,0.013908,0.052340,0.061004,0.242801,-0.039557,0.006560,0.177651,-0.222385,-0.000277,0.000143,-0.023884
2001.698118,14.859216,0.000000,0.000000,0.064454,9.489232,-0.047732,-0.060319,0.067376,0.013908,0.052340,0.061004,0.242801,-0.042547,0.004932,0.172121,-0.219505,-0.000275,0.000144,-0.023884
1996.895746,14.925183,0.000000,0.000000,0.068641,9.493419,-0.048614,-0.061473,0.068334,0.013908,0.052340,0.061004,0.242801,-0.050250,0.008532,0.166629,-0.216612,-0.000273,0.000144,-0.023884
1992.050729,14.994673,0.000000,0.000000,0.072818,9.497596,-0.049481,-0.062669,0.069335,0.013908,0.052340,0.061004,0.242801,-0.057965,0.012215,0.161167,-0.213705,-0.000272,0.000145,-0.023884
1987.170907,15.068102,0.000000,0.000000,0.076985,9.501763,-0.050343,-0.063908,0.070381,0.022525,0.050349,0.093005,0.211660,-0.065707,0.015984,0.155727,-0.210782,-0.000271,0.000146,-0.028663
1982.253078,15.049959,0.000000,0.000000,0.081142,9.505920,-0.050562,-0.065191,0.071474,0.022525,0.050349,0.093005,0.211660,-0.071789,0.018010,0.150302,-0.207840,-0.000270,0.000147,-0.028663
1977.317623,14.840586,0.000000,0.000000,0.085288,9.510066,-0.049467,-0.066522,0.072616,0.022525,0.050349,0.093005,0.211660,-0.074465,0.016418,0.144883,-0.204878,-0.000270,0.000148,-0.028663
1972.358445,14.919596,0.000000,0.000000,0.089424,9.514202,-0.050274,-0.067901,0.073809,0.022525,0.050349,0.093005,0.211660,-0.082242,0.020355,0.139463,-0.201893,-0.000271,0.000149,-0.028663
1967.373782,15.002184,0.000000,0.000000,0.093549,9.518327,-0.051091,-0.069333,0.075055,0.022525,0.050349,0.093005,0.211660,-0.090071,0.024365,0.134034,-0.198883,-0.000271,0.000150,-0.028663
1962.353268,14.985048,0.000000,0.000000,0.097664,9.522442,-0.051212,0.074529,-0.072644,0.036932,0.046629,0.138935,0.175871,0.444238,-0.522014,0.128669,-0.195925,-0.000265,0.000145,-0.033696
1957.326183,14.865488,0.000000,0.000000,0.101769,9.526547,-0.050615,0.074320,0.074320,0.036932,0.046629,0.138935,0.175871,0.425616,0.016450,0.123417,-0.193089,-0.000260,0.000139,-0.033696
1952.272484,15.058996,0.000000,0.000000,0.105862,9.530640,-0.052147,-0.079221,0.073877,0.036932,0.046629,0.138935,0.175871,-0.127965,0.013249,0.118263,-0.190376,-0.000256,0.000132,-0.033696
1947.203115,15.044612,0.000000,0.000000,0.109946,9.534724,-0.052239,0.073470,-0.082780,0.036932,0.046629,0.138935,0.175871,0.401840,-0.529220,0.113191,-0.187790,-0.000251,0.000126,-0.033696
1942.112922,15.029322,0.000000,0.000000,0.114018,9.538796,-0.052310,0.073419,0.073419,0.036932,0.046629,0.138935,0.175871,0.386956,0.006782,0.108188,-0.185337,-0.000249,0.000120,-0.033696
1937.884747,12.067180,2.510959,0.000000,0.118081,9.542859,-0.032340,0.000000,0.000000,0.000000,0.000000,0.171299,0.167923,0.134129,-0.237986,0.103176,-0.183066,-0.000252,0.000107,-0.038922
1935.417931,9.199866,4.698067,0.000000,0.122137,9.546915,-0.014521,0.000000,0.000000,0.000000,0.000000,0.171299,0.167923,0.127523,-0.235360,0.098094,-0.181046,-0.000256,0.000095,-0.038922
1934.488258,6.426182,6.610065,0.000000,0.126189,9.550967,0.000620,0.000000,0.000000,0.000000,0.000000,0.171299,0.167923,0.120817,-0.233056,0.092937,-0.179274,-0.000260,0.000082,-0.038922
1934.833982,3.744768,8.287269,0.000000,0.130241,9.555019,0.012816,0.000000,0.000000,0.000000,0.000000,0.171299,0.167923,0.114004,-0.231071,0.087695,-0.177747,-0.000264,0.000070,-0.038922
1936.176898,1.154144,9.763238,0.000000,0.134294,9.559072,0.021978,0.000000,0.000000,0.000000,0.000000,0.171299,0.167923,0.107073,-0.229402,0.082364,-0.176463,-0.000269,0.000058,-0.038922
1938.242254,0.000000,11.066071,0.000000,0.138352,9.563129,0.028558,0.000000,0.000000,0.000000,0.000000,0.222639,0.220262,0.100014,-0.228048,0.076934,-0.175421,-0.000274,0.000046,-0.040301
1940.890163,0.000000,12.219415,0.000000,0.142414,9.567192,0.034721,0.000000,0.000000,0.000000,0.000000,0.222639,0.220262,0.092819,-0.227005,0.071399,-0.174619,-0.000279,0.000034,-0.040301
1944.099868,0.000000,13.243256,0.000000,0.146482,9.571260,0.040656,0.000000,0.000000,0.000000,0.000000,0.222639,0.220262,0.085477,-0.226273,0.065751,-0.174056,-0.000285,0.000022,-0.040301
1947.846693,0.000000,14.154548,0.000000,0.150558,9.575336,0.046290,0.000000,0.000000,0.000000,0.000000,0.222639,0.220262,0.077978,-0.225850,0.059983,-0.173731,-0.000292,0.000010,-0.040301
1952.100403,0.000000,14.967734,0.000000,0.154642,9.579420,0.051576,0.000000,0.000000,0.000000,0.000000,0.222639,0.220262,0.070312,-0.225737,0.054086,-0.173644,-0.000298,-0.000002,-0.040301
1956.607203,0.000000,15.090766,0.000000,0.158736,9.583513,0.052241,0.000000,0.000000,0.000000,0.000000,0.315979,0.305435,0.997226,0.294645,0.048236,-0.173692,-0.000286,-0.000003,-0.037260
1961.100322,0.000000,14.900908,0.000000,0.162838,9.587616,0.050721,0.000000,0.000000,0.000000,0.000000,0.315979,0.305435,0.972630,0.256132,0.042676,-0.173751,-0.000270,-0.000003,-0.037260
1965.563514,0.000000,15.021938,0.000000,0.166951,9.591729,0.051314,0.000000,0.000000,0.000000,0.000000,0.315979,0.305435,0.968087,0.229864,0.037441,-0.173825,-0.000254,-0.000005,-0.037260
1970.020971,0.000000,14.939609,0.000000,0.171072,9.595850,0.050502,0.000000,0.000000,0.000000,0.000000,0.315979,0.305435,0.951927,0.199175,0.032515,-0.173948,-0.000239,-0.000008,-0.037260
1974.438111,0.000000,14.959879,0.000000,0.175203,9.599981,0.050366,0.000000,0.000000,0.000000,0.000000,0.315979,0.305435,0.942832,0.173167,0.027886,-0.174152,-0.000224,-0.000013,-0.037260
1978.838759,0.000000,15.074508,0.000000,0.179343,9.604121,0.050837,0.000000,0.000000,0.000000,0.000000,0.337222,0.356370,0.940179,0.150929,0.023542,-0.174466,-0.000210,-0.000019,-0.032869
1983.212329,0.000000,14.905042,0.000000,0.183492,9.608270,0.049377,0.000000,0.000000,0.000000,0.000000,0.337222,0.356370,0.921120,0.122975,0.019471,-0.174917,-0.000197,-0.000026,-0.032869
1987.548027,0.000000,15.019247,0.000000,0.187651,9.612429,0.049773,0.000000,0.000000,0.000000,0.000000,0.337222,0.356370,0.919815,0.102955,0.015662,-0.175533,-0.000184,-0.000035,-0.032869
1991.858226,0.000000,15.039455,0.000000,0.191818,9.616596,0.049499,0.000000,0.000000,0.000000,0.000000,0.337222,0.356370,0.431006,-0.204870,0.012110,-0.176335,-0.000171,-0.000045,-0.032869
1996.121148,0.000000,14.972486,0.000000,0.195995,9.620773,0.048617,0.000000,0.000000,0.000000,0.000000,0.337222,0.356370,0.416933,-0.243219,0.008947,-0.177268,-0.000146,-0.000049,-0.032869
2000.345482,0.000000,15.084079,0.000000,0.200180,9.624958,0.048842,0.000000,0.000000,0.000000,0.000000,0.266187,0.401718,0.412607,-0.263698,0.005994,-0.178124,-0.000150,-0.000037,-0.028544
2004.512996,0.000000,15.108781,0.000000,0.204374,9.629152,0.048440,0.000000,0.000000,0.000000,0.000000,0.266187,0.401718,0.893196,0.001773,0.003003,-0.178724,-0.000149,-0.000023,-0.028544
2008.628947,0.000000,14.879983,0.000000,0.208577,9.633355,0.046359,0.000000,0.000000,0.000000,0.000000,0.266187,0.401718,0.872525,-0.025238,0.000048,-0.179042,-0.000148,-0.000010,-0.028544
2012.675097,0.000000,14.912392,0.000000,0.212788,9.637566,0.045844,0.000000,0.000000,0.000000,0.000000,0.266187,0.401718,0.866852,-0.049867,-0.002880,-0.179102,-0.000144,0.000004,-0.028544
2016.648929,0.000000,14.864597,0.000000,0.217008,9.641786,0.044727,0.000000,0.000000,0.000000,0.000000,0.266187,0.401718,0.855915,-0.078370,-0.005705,-0.178877,-0.000137,0.000019,-0.028544
2020.538070,0.000000,14.903224,0.000000,0.221236,9.646014,0.043993,0.000000,0.000000,0.000000,0.000000,0.231183,0.382328,0.852420,-0.096716,-0.008466,-0.178413,-0.000138,0.000028,-0.024389
2024.323732,0.000000,15.106335,0.000000,0.225472,9.650250,0.044025,0.000000,0.000000,0.000000,0.000000,0.231183,0.382328,0.858772,-0.112665,-0.011233,-0.177766,-0.000138,0.000037,-0.024389
2027.992335,0.000000,15.071890,0.000000,0.229716,9.654494,0.042420,0.000000,0.000000,0.000000,0.000000,0.231183,0.382328,0.851710,-0.129560,-0.014016,-0.176954,-0.000139,0.000045,-0.024389
2031.520256,0.000000,15.044783,0.000000,0.233967,9.658745,0.040556,0.000000,0.000000,0.000000,0.000000,0.231183,0.382328,0.845407,-0.145296,-0.016823,-0.175996,-0.000140,0.000052,-0.024389
2034.877469,0.000000,15.026002,0.000000,0.238226,9.663003,0.038321,0.000000,0.000000,0.000000,0.000000,0.231183,0.382328,0.838889,-0.164363,-0.019623,-0.174884,-0.000138,0.000060,-0.024389
2038.013742,0.000000,15.017851,0.000000,0.242491,9.667269,0.035539,0.000000,0.000000,0.000000,0.000000,0.248016,0.290312,0.834486,-0.177831,-0.022399,-0.173622,-0.000141,0.000065,-0.020638
2040.862746,0.000000,15.023064,0.000000,0.246762,9.671540,0.031917,0.000000,0.000000,0.000000,0.000000,0.248016,0.290312,0.831115,-0.190458,-0.025226,-0.172264,-0.000143,0.000070,-0.020638
2043.317426,0.000000,15.046595,0.000000,0.251040,9.675818,0.026934,0.000000,0.000000,0.000000,0.000000,0.248016,0.290312,0.828972,-0.202335,-0.028110,-0.170824,-0.000146,0.000073,-0.020638
2045.213673,0.000000,15.095404,0.000000,0.255321,9.680099,0.019594,0.000000,0.000000,0.000000,0.000000,0.248016,0.290312,0.828207,-0.213553,-0.031058,-0.169314,-0.000150,0.000077,-0.020638
2046.258733,0.000000,14.886060,0.000000,0.259606,9.684384,0.007726,0.000000,0.000000,0.000000,0.000000,0.248016,0.290312,0.811763,-0.224057,-0.034077,-0.167745,-0.000154,0.000079,-0.020638
2046.028355,0.000000,15.034836,0.000000,0.263892,9.688670,-0.007544,0.000000,0.000000,0.000000,0.000000,0.284963,0.228850,0.813212,-0.235756,-0.037126,-0.166209,-0.000154,0.000075,-0.018223
2044.496852,0.000000,14.869809,0.000000,0.268176,9.692953,-0.018799,0.000000,0.000000,0.000000,0.000000,0.284963,0.228850,0.793936,-0.248209,-0.040179,-0.164771,-0.000154,0.000069,-0.018223
2042.092524,0.000000,15.044902,0.000000,0.272455,9.697233,-0.026781,0.000000,0.000000,0.000000,0.000000,0.284963,0.228850,0.170256,0.744311,-0.043254,-0.163420,-0.000154,0.000069,-0.018223
2039.105506,0.000000,14.870017,0.000000,0.276729,9.701507,-0.031166,0.000000,0.000000,0.000000,0.000000,0.284963,0.228850,0.159530,0.711128,-0.046333,-0.162015,-0.000153,0.000072,-0.018223
2035.721683,0.000000,15.093696,0.000000,0.280996,9.705774,-0.035816,0.000000,0.000000,0.000000,0.000000,0.284963,0.228850,0.154757,0.703458,-0.049393,-0.160542,-0.000152,0.000075,-0.018223
2032.039977,0.000000,14.949049,0.000000,0.285255,9.710033,-0.037863,0.000000,0.000000,0.000000,0.000000,0.328524,0.213469,0.144709,0.674286,-0.052443,-0.159020,-0.000152,0.000077,-0.020223
2028.125202,0.000000,14.967212,0.000000,0.289507,9.714285,-0.040084,0.000000,0.000000,0.000000,0.000000,0.328524,0.213469,0.137097,0.655726,-0.055492,-0.157468,-0.000152,0.000078,-0.020223
2024.032852,0.000000,14.994113,0.000000,0.293750,9.718528,-0.041936,0.000000,0.000000,0.000000,0.000000,0.328524,0.213469,0.129666,0.638365,-0.058550,-0.155903,-0.000153,0.000079,-0.020223
2019.797098,0.000000,14.948176,0.000000,0.297985,9.722763,-0.043066,0.000000,0.000000,0.000000,0.000000,0.328524,0.213469,0.121295,0.617635,-0.061626,-0.154343,-0.000154,0.000078,-0.020223
2015.448648,0.000000,14.988259,0.000000,0.302210,9.726988,-0.044457,0.000000,0.000000,0.000000,0.000000,0.328524,0.213469,0.114121,0.602253,-0.064730,-0.152804,-0.000156,0.000076,-0.020223
2010.997398,0.000000,14.951254,0.000000,0.306426,9.731204,-0.045214,0.000000,0.000000,0.000000,0.000000,0.359503,0.189986,0.104135,0.575792,-0.067816,-0.151271,-0.000151,0.000078,-0.024232
2006.463862,0.000000,14.917229,0.000000,0.310633,9.735411,-0.045839,0.000000,0.000000,0.000000,0.000000,0.359503,0.189986,0.094426,0.550466,-0.070820,-0.149720,-0.000147,0.000078,-0.024232
2001.859628,0.000000,14.970389,0.000000,0.314831,9.739609,-0.046891,0.000000,0.000000,0.000000,0.000000,0.359503,0.189986,0.085994,0.530254,-0.073755,-0.148175,-0.000144,0.000077,-0.024232
1997.190023,0.000000,15.027682,0.000000,0.319018,9.743796,-0.047889,0.000000,0.000000,0.000000,0.000000,0.359503,0.189986,0.077750,0.510790,-0.076631,-0.146659,-0.000142,0.000075,-0.024232
1992.466309,0.000000,15.089252,0.000000,0.323196,9.747974,-0.048849,0.000000,0.000000,0.000000,0.000000,0.359503,0.189986,0.069677,0.492014,-0.079459,-0.145191,-0.000139,0.000072,-0.024232
1987.693226,0.000000,15.065806,0.000000,0.327364,9.752142,-0.049200,0.000000,0.000000,0.000000,0.000000,0.379854,0.176629,0.058811,0.462030,-0.082180,-0.143754,-0.000131,0.000072,-0.028851
1982.875867,0.000000,14.862539,0.000000,0.331521,9.756299,-0.048318,0.000000,0.000000,0.000000,0.000000,0.379854,0.176629,0.046417,0.425684,-0.084749,-0.142340,-0.000124,0.000070,-0.028851
1978.026633,0.000000,14.930521,0.000000,0.335669,9.760447,-0.049157,0.000000,0.000000,0.000000,0.000000,0.379854,0.176629,0.037267,0.401613,-0.087178,-0.140978,-0.000118,0.000067,-0.028851
1973.145248,0.000000,15.002382,0.000000,0.339806,9.764584,-0.049993,0.000000,0.000000,0.000000,0.000000,0.379854,0.176629,0.028403,0.378233,-0.089480,-0.139695,-0.000111,0.000062,-0.028851
1968.227644,0.000000,15.077456,0.000000,0.343933,9.768711,-0.050825,0.000000,0.000000,0.000000,0.000000,0.379854,0.176629,0.301444,-0.123579,-0.091667,-0.138512,-0.000107,0.000058,-0.028851
1963.281696,0.000000,15.059312,0.000000,0.348050,9.772828,-0.051005,0.000000,0.000000,0.000000,0.000000,0.366448,0.177282,0.010525,0.330082,-0.093800,-0.137375,-0.000105,0.000057,-0.033794
1958.310090,0.000000,14.844162,0.000000,0.352157,9.776935,-0.049826,0.000000,0.000000,0.000000,0.000000,0.366448,0.177282,0.274183,-0.169240,-0.095927,-0.136242,-0.000107,0.000058,-0.033794
1953.320819,0.000000,15.024525,0.000000,0.356253,9.781031,-0.051298,0.000000,0.000000,0.000000,0.000000,0.366448,0.177282,0.268729,-0.190430,-0.098113,-0.135046,-0.000110,0.000061,-0.033794
1948.296626,0.000000,14.903492,0.000000,0.360338,9.785116,-0.050704,0.000000,0.000000,0.000000,0.000000,0.366448,0.177282,0.255359,-0.210493,-0.100372,-0.133801,-0.000114,0.000063,-0.033794
1943.268382,0.000000,14.989141,0.000000,0.364413,9.789191,-0.051504,0.000000,0.000000,0.000000,0.000000,0.366448,0.177282,0.247406,-0.230125,-0.102715,-0.132530,-0.000119,0.000064,-0.033794
1939.066902,0.000000,12.188586,2.694884,0.368478,9.793256,-0.032456,0.000000,0.000000,0.000000,0.000000,0.371144,0.175756,-0.064084,-0.217567,-0.105248,-0.131353,-0.000134,0.000054,-0.038956
1936.578502,0.000000,9.473827,5.016599,0.372536,9.797314,-0.014760,0.000000,0.000000,0.000000,0.000000,0.371144,0.175756,-0.014405,-0.260134,-0.108082,-0.130393,-0.000149,0.000042,-0.038956
1935.642268,0.000000,6.843684,7.025275,0.376591,9.801369,0.000817,0.000000,0.000000,0.000000,0.000000,0.371144,0.175756,-0.189283,-0.180747,-0.111182,-0.129684,-0.000161,0.000029,-0.038956
1936.040996,0.000000,4.296857,8.769949,0.380645,9.805423,0.013861,0.000000,0.000000,0.000000,0.000000,0.371144,0.175756,0.040933,-0.337766,-0.114528,-0.129260,-0.000173,0.000013,-0.038956
1937.528552,0.000000,1.831950,10.290886,0.384702,9.809480,0.024156,0.000000,0.000000,0.000000,0.000000,0.371144,0.175756,0.054369,-0.372664,-0.118110,-0.129152,-0.000185,-0.000003,-0.038956
1939.848129,0.000000,0.000000,11.621357,0.388762,9.813540,0.031729,0.000000,0.000000,0.000000,0.000000,0.467145,0.208082,0.043111,-0.410207,-0.121846,-0.129439,-0.000188,-0.000026,-0.040291
1942.810047,0.000000,0.000000,12.789023,-0.392570,9.817606,0.038343,0.000000,0.000000,0.000000,0.000000,0.467145,0.208082,0.413945,-0.669146,-0.125655,-0.130211,-0.000192,-0.000051,-0.040291
1946.370871,0.000000,0.000000,13.816991,-0.388497,9.821679,0.044622,0.000000,0.000000,0.000000,0.000000,0.467145,0.208082,0.000226,-0.481525,-0.129543,-0.131511,-0.000195,-0.000080,-0.040291
