Velocity/(rpm),Current/(A),Current/(A),Current/(A),Angle/(rad),Angle/(rad),Tem/(Nm),Current/(A),Current/(A),Current/(A),Current/(A),Force/(N),Force/(N),Force/(N),Force/(N),Displacement/(um),Displacement/(um),Velocity/(m/s),Velocity/(m/s),Angle/(rad)
1937.638701,4.674272,0.000000,9.152681,-0.138747,14.783819,-0.014341,-0.497524,-0.131165,-0.438626,-0.307014,-1.259713,-0.880171,-0.040112,-0.286363,0.307160,-0.130248,0.000335,0.000870,-0.038217
1936.723543,6.578706,0.000000,6.368156,-0.134690,14.787876,0.000713,-0.280894,-0.280894,-0.438626,-0.307014,-1.259713,-0.880171,0.048730,-0.507825,0.313739,-0.113110,0.000321,0.000843,-0.038217
1937.075567,8.250417,0.000000,3.676509,-0.130633,14.791932,0.012876,-0.598696,-0.424054,-0.438626,-0.307014,-1.259713,-0.880171,-0.572883,-0.829155,0.319965,-0.096559,0.000299,0.000812,-0.038217
1938.414708,9.722518,0.000000,1.076257,-0.126575,14.795990,0.021872,-0.388987,-0.388987,-0.438626,-0.307014,-1.259713,-0.880171,-0.354829,-0.886427,0.325646,-0.080659,0.000268,0.000777,-0.038217
1940.465036,11.022756,0.000000,0.000000,-0.122513,14.800052,0.028346,-0.359779,-0.192884,-0.366850,-0.361274,-1.132289,-1.114995,-0.409460,-0.537730,0.330721,-0.065563,0.000238,0.000731,-0.039579
1943.093147,12.174507,0.000000,0.000000,-0.118446,14.804119,0.034504,-0.331823,-0.495106,-0.366850,-0.361274,-1.132289,-1.114995,-0.440243,-1.380937,0.335136,-0.051439,0.000201,0.000680,-0.039579
1946.279672,13.197537,0.000000,0.000000,-0.114373,14.808192,0.040400,-0.465614,-0.305784,-0.366850,-0.361274,-1.132289,-1.114995,-0.929612,-0.955195,0.338770,-0.038401,0.000161,0.000624,-0.039579
1950.000909,14.108629,0.000000,0.000000,-0.110293,14.812272,0.046019,-0.436590,-0.436590,-0.366850,-0.361274,-1.132289,-1.114995,-0.962632,-1.450185,0.341517,-0.026538,0.000114,0.000562,-0.039579
1954.226579,14.922093,0.000000,0.000000,-0.106204,14.816361,0.051258,-0.255855,-0.409212,-0.366850,-0.361274,-1.132289,-1.114995,-0.444980,-1.457990,0.343297,-0.015934,0.000063,0.000497,-0.039579
1958.732241,15.045269,0.000000,0.000000,-0.102106,14.820459,0.051898,-0.388072,-0.237753,-0.271067,-0.267422,-0.951377,-0.938462,-0.953529,-0.874959,0.344219,-0.006468,0.000027,0.000448,-0.036553
1963.222862,14.856995,0.000000,0.000000,-0.097999,14.824566,0.050389,-0.219623,-0.367028,-0.271067,-0.267422,-0.951377,-0.938462,-0.349540,-1.344621,0.344379,0.001985,-0.000012,0.000397,-0.036553
1967.685165,14.978193,0.000000,0.000000,-0.093882,14.828683,0.050973,-0.201782,-0.346391,-0.271067,-0.267422,-0.951377,-0.938462,-0.307827,-1.300096,0.343714,0.009357,-0.000055,0.000342,-0.036553
1972.131481,15.094734,0.000000,0.000000,-0.089756,14.832809,0.051505,-0.185487,-0.327409,-0.271067,-0.267422,-0.951377,-0.938462,-0.269070,-1.258732,0.342223,0.015645,-0.000095,0.000289,-0.036553
1976.553715,14.917869,0.000000,0.000000,-0.085621,14.836944,0.050026,-0.170581,-0.309922,-0.271067,-0.267422,-0.951377,-0.938462,-0.220283,-1.196653,0.339953,0.020902,-0.000133,0.000239,-0.036553
1980.944859,15.033208,0.000000,0.000000,-0.081476,14.841089,0.050493,-0.160003,-0.296865,-0.160296,-0.151286,-0.629746,-0.593795,-0.200253,-1.174799,0.337090,0.025336,-0.000155,0.000205,-0.032158
1985.314200,14.958209,0.000000,0.000000,-0.077323,14.845242,0.049656,-0.150262,-0.284740,-0.160296,-0.151286,-0.629746,-0.593795,-0.174205,-1.140032,0.333803,0.029118,-0.000175,0.000173,-0.032158
1989.637787,14.980077,0.000000,0.000000,-0.073160,14.849405,0.049430,-0.141278,-0.273466,-0.160296,-0.151286,-0.629746,-0.593795,-0.154193,-1.115271,0.330114,0.032280,-0.000195,0.000143,-0.032158
1993.936561,15.091569,0.000000,0.000000,-0.068988,14.853577,0.049753,-0.132982,-0.262968,-0.160296,-0.151286,-0.629746,-0.593795,-0.139321,-1.099395,0.326044,0.034853,-0.000213,0.000114,-0.032158
1998.195311,14.935006,0.000000,0.000000,-0.064807,14.857758,0.048270,0.003434,-0.252306,-0.160296,-0.151286,-0.629746,-0.593795,0.446349,-1.054658,0.321572,0.036864,-0.000236,0.000087,-0.032158
2002.405885,15.047354,0.000000,0.000000,-0.060618,14.861947,0.048486,-0.245435,-0.119597,-0.084548,-0.072230,-0.367430,-0.312595,-0.683255,-0.501609,0.316838,0.038470,-0.000240,0.000075,-0.027835
2006.575426,14.899623,0.000000,0.000000,-0.056419,14.866146,0.046970,-0.238093,-0.114205,-0.084548,-0.072230,-0.367430,-0.312595,-0.666363,-0.481376,0.311943,0.039856,-0.000249,0.000065,-0.027835
2010.670760,14.929836,0.000000,0.000000,-0.052212,14.870353,0.046509,-0.231205,0.012827,-0.084548,-0.072230,-0.367430,-0.312595,-0.672190,0.096085,0.306868,0.041034,-0.000258,0.000053,-0.027835
2014.700837,14.961974,0.000000,0.000000,-0.047997,14.874569,0.045962,-0.224741,0.015706,-0.084548,-0.072230,-0.367430,-0.312595,-0.671071,0.110884,0.301622,0.041918,-0.000266,0.000037,-0.027835
2018.655313,14.914408,0.000000,0.000000,-0.043773,14.878792,0.044810,-0.217517,0.019501,-0.084548,-0.072230,-0.367430,-0.312595,-0.659920,0.129908,0.296139,0.042483,-0.000282,0.000021,-0.027835
2022.524378,14.871887,0.000000,0.000000,-0.039540,14.883025,0.043547,-0.096080,0.020793,-0.044319,-0.035776,-0.210796,-0.168702,-0.092007,0.147820,0.290485,0.042825,-0.000282,0.000014,-0.023688
2026.292596,14.914888,0.000000,0.000000,-0.035300,14.887265,0.042604,-0.093394,0.021925,-0.044319,-0.035776,-0.210796,-0.168702,-0.095827,0.155206,0.284827,0.043027,-0.000282,0.000007,-0.023688
2029.932076,15.041997,0.000000,0.000000,-0.031052,14.891513,0.041866,-0.090883,0.022965,-0.044319,-0.035776,-0.210796,-0.168702,-0.102598,0.162759,0.279165,0.043098,-0.000283,0.000001,-0.023688
2033.422124,15.094959,0.000000,0.000000,-0.026797,14.895768,0.040346,-0.088540,0.023926,-0.044319,-0.035776,-0.210796,-0.168702,-0.107389,0.169426,0.273498,0.043043,-0.000283,-0.000005,-0.023688
2036.728559,15.078013,0.000000,0.000000,-0.022535,14.900030,0.037980,-0.196572,0.025787,-0.044319,-0.035776,-0.210796,-0.168702,-0.691596,0.165744,0.267766,0.042866,-0.000291,-0.000011,-0.023688
2039.801005,15.072235,0.000000,0.000000,-0.018266,14.904300,0.034997,-0.083375,0.026629,-0.021382,-0.017875,-0.109936,-0.090936,-0.109270,0.186049,0.261932,0.042642,-0.000291,-0.000009,-0.019963
2042.562938,15.081037,0.000000,0.000000,-0.013990,14.908575,0.031072,-0.081577,0.027380,-0.021382,-0.017875,-0.109936,-0.090936,-0.114069,0.191393,0.256087,0.042467,-0.000292,-0.000006,-0.019963
2044.901124,15.109168,0.000000,0.000000,-0.009710,14.912855,0.025585,-0.079963,-0.079963,-0.021382,-0.017875,-0.109936,-0.090936,-0.101997,-0.398435,0.250230,0.042334,-0.000293,-0.000008,-0.019963
2046.619203,14.942382,0.000000,0.000000,-0.005425,14.917140,0.016851,-0.078566,-0.078566,-0.021382,-0.017875,-0.109936,-0.090936,-0.101079,-0.391167,0.244359,0.042130,-0.000293,-0.000013,-0.019963
2047.386953,14.970487,0.000000,0.000000,-0.001137,14.921428,0.004167,-0.077451,-0.077451,-0.021382,-0.017875,-0.109936,-0.090936,-0.105165,-0.389446,0.238472,0.041835,-0.000294,-0.000018,-0.019963
2046.807111,15.059830,0.000000,0.000000,0.003150,14.925715,-0.010963,-0.077634,-0.077634,-0.007154,-0.012414,-0.037541,-0.067649,-0.115792,-0.392256,0.232638,0.041537,-0.000288,-0.000014,-0.017689
2045.022679,15.056490,0.000000,0.000000,0.007435,14.930000,-0.021445,-0.078102,-0.078102,-0.007154,-0.012414,-0.037541,-0.067649,-0.122941,-0.390643,0.226927,0.041313,-0.000282,-0.000010,-0.017689
2042.448871,14.939084,0.000000,0.000000,0.011716,14.934281,-0.027830,-0.078763,-0.078763,-0.007154,-0.012414,-0.037541,-0.067649,-0.126379,-0.385288,0.221332,0.041161,-0.000276,-0.000006,-0.017689
2039.354804,15.072608,0.000000,0.000000,0.015990,14.938555,-0.033046,-0.079560,-0.079560,-0.007154,-0.012414,-0.037541,-0.067649,-0.136531,-0.387183,0.215845,0.041083,-0.000271,-0.000003,-0.017689
2035.886238,14.918999,0.000000,0.000000,0.020257,14.942823,-0.035737,-0.080462,-0.080462,-0.007154,-0.012414,-0.037541,-0.067649,-0.138604,-0.380649,0.210456,0.041075,-0.000266,0.000001,-0.017689
2032.136819,14.851803,0.000000,0.000000,0.024517,14.947082,-0.037941,-0.081450,-0.081450,-0.000471,-0.013290,-0.000677,-0.070201,-0.142982,-0.376644,0.205159,0.041138,-0.000262,0.000004,-0.019881
2028.175920,14.949897,0.000000,0.000000,0.028769,14.951334,-0.040448,-0.082513,-0.082513,-0.000471,-0.013290,-0.000677,-0.070201,-0.151838,-0.377464,0.199946,0.041226,-0.000258,0.000003,-0.019881
2024.043160,14.898975,0.000000,0.000000,0.033012,14.955578,-0.041774,-0.083642,-0.083642,-0.000471,-0.013290,-0.000677,-0.070201,-0.156510,-0.374153,0.194812,0.041234,-0.000254,-0.000001,-0.019881
2019.778130,14.933948,0.000000,0.000000,0.037247,14.959812,-0.043290,-0.084834,-0.084834,-0.000471,-0.013290,-0.000677,-0.070201,-0.163472,-0.373475,0.189750,0.041160,-0.000251,-0.000005,-0.019881
2015.400309,14.893503,0.000000,0.000000,0.041472,14.964037,-0.044154,-0.086085,-0.086085,-0.000471,-0.013290,-0.000677,-0.070201,-0.168291,-0.370800,0.184752,0.041002,-0.000248,-0.000009,-0.019881
2010.927101,14.938976,0.000000,0.000000,0.045688,14.968254,-0.045360,-0.087395,-0.087395,0.002984,-0.016444,0.016048,-0.080362,-0.175397,-0.370719,0.179811,0.040762,-0.000245,-0.000014,-0.023932
2006.374238,14.989484,0.000000,0.000000,0.049895,14.972460,-0.046476,-0.088761,-0.088761,0.002984,-0.016444,0.016048,-0.080362,-0.182571,-0.370914,0.174918,0.040439,-0.000243,-0.000018,-0.023932
2001.750276,15.044484,0.000000,0.000000,0.054092,14.976657,-0.047525,-0.090185,-0.090185,0.002984,-0.016444,0.016048,-0.080362,-0.189799,-0.371361,0.170068,0.040031,-0.000241,-0.000022,-0.023932
1997.062439,15.103549,0.000000,0.000000,0.058280,14.980845,-0.048523,-0.091666,-0.091666,0.002984,-0.016444,0.016048,-0.080362,-0.197073,-0.372042,0.165251,0.039540,-0.000239,-0.000026,-0.023932
1992.322077,14.991061,0.000000,0.000000,0.062457,14.985022,-0.048347,-0.093206,-0.093206,0.002984,-0.016444,0.016048,-0.080362,-0.199614,-0.368046,0.160462,0.038964,-0.000238,-0.000030,-0.023932
1987.538299,14.877369,0.000000,0.000000,0.066624,14.989190,-0.048092,-0.096141,-0.096141,0.009648,-0.010424,0.043426,-0.046811,-0.207657,-0.369991,0.155780,0.038303,-0.000230,-0.000035,-0.028571
1982.720626,14.944085,0.000000,0.000000,0.070782,14.993347,-0.048954,-0.099145,-0.099145,0.009648,-0.010424,0.043426,-0.046811,-0.220246,-0.376932,0.151253,0.037551,-0.000223,-0.000039,-0.028571
1977.862823,15.014234,0.000000,0.000000,0.074929,14.997494,-0.049806,-0.102224,-0.102224,0.009648,-0.010424,0.043426,-0.046811,-0.232577,-0.383938,0.146866,0.036700,-0.000216,-0.000045,-0.028571
1972.972487,15.088260,0.000000,0.000000,0.079066,15.001631,-0.050655,-0.105381,-0.105381,0.009648,-0.010424,0.043426,-0.046811,-0.244676,-0.391032,0.142606,0.035744,-0.000210,-0.000050,-0.028571
1968.046878,14.974296,0.000000,0.000000,0.083193,15.005758,-0.050213,-0.108619,-0.108619,0.009648,-0.010424,0.043426,-0.046811,-0.251034,-0.392615,0.138462,0.034676,-0.000205,-0.000056,-0.028571
1963.098400,14.857785,0.000000,0.000000,0.087309,15.009874,-0.049722,-0.111943,-0.111943,0.013239,-0.001017,0.053070,-0.004479,-0.256897,-0.393830,0.134421,0.033645,-0.000200,-0.000047,-0.033522
1958.129329,14.936678,0.000000,0.000000,0.091415,15.013981,-0.050516,-0.115357,0.027631,0.013239,-0.001017,0.053070,-0.004479,-0.271370,0.145418,0.130469,0.032767,-0.000196,-0.000042,-0.033522
1953.130510,15.018499,0.000000,0.000000,0.095511,15.018076,-0.051319,-0.118868,0.026833,0.013239,-0.001017,0.053070,-0.004479,-0.281951,0.139822,0.126597,0.031928,-0.000192,-0.000042,-0.033522
1948.104674,14.897453,0.000000,0.000000,0.099596,15.022161,-0.050723,-0.122480,-0.122480,0.013239,-0.001017,0.053070,-0.004479,-0.283703,-0.407035,0.122793,0.031095,-0.000189,-0.000042,-0.033522
1943.067174,14.983235,0.000000,0.000000,0.103671,15.026236,-0.051517,-0.126199,0.025264,0.013239,-0.001017,0.053070,-0.004479,-0.296362,0.127763,0.119048,0.030262,-0.000186,-0.000041,-0.033522
1938.867633,12.169007,2.676675,0.000000,0.107735,15.030300,-0.032410,0.000000,0.000000,0.000000,0.000000,0.053117,0.006233,0.149881,0.038291,0.115293,0.029455,-0.000189,-0.000039,-0.038689
1936.383895,9.441326,4.985218,0.000000,0.111793,15.034358,-0.014720,0.000000,0.000000,0.000000,0.000000,0.053117,0.006233,0.144932,0.037294,0.111486,0.028687,-0.000192,-0.000037,-0.038689
1935.449458,6.799012,6.984558,0.000000,0.115847,15.038412,0.000808,0.000000,0.000000,0.000000,0.000000,0.053117,0.006233,0.139907,0.036347,0.107621,0.027959,-0.000195,-0.000035,-0.038689
1935.843417,4.240763,8.722822,0.000000,0.119901,15.042466,0.013760,0.000000,0.000000,0.000000,0.000000,0.053117,0.006233,0.134800,0.035450,0.103692,0.027269,-0.000198,-0.000034,-0.038689
1937.317036,1.765174,10.239582,0.000000,0.123957,15.046522,0.023945,0.000000,0.000000,0.000000,0.000000,0.053117,0.006233,0.129604,0.034602,0.099695,0.026617,-0.000202,-0.000032,-0.038689
1939.611471,0.000000,11.567580,0.000000,0.128017,15.050582,0.031413,0.000000,0.000000,0.000000,0.000000,0.090894,0.002005,0.124311,0.033801,0.095624,0.026000,-0.000206,-0.000030,-0.040027
1942.541987,0.000000,12.734069,0.000000,0.132082,15.054647,0.037973,0.000000,0.000000,0.000000,0.000000,0.090894,0.002005,0.118915,0.033046,0.091473,0.025420,-0.000210,-0.000028,-0.040027
1946.067915,0.000000,13.761839,0.000000,0.136155,15.058720,0.044233,0.000000,0.000000,0.000000,0.000000,0.090894,0.002005,0.113408,0.032336,0.087237,0.024874,-0.000214,-0.000026,-0.040027
1950.157946,0.000000,14.670034,0.000000,0.140235,15.062800,0.050123,0.000000,0.000000,0.000000,0.000000,0.090894,0.002005,0.107782,0.031671,0.082909,0.024362,-0.000219,-0.000025,-0.040027
1954.684862,0.000000,14.922132,0.000000,0.144324,15.066889,0.051704,0.000000,0.000000,0.000000,0.000000,0.090894,0.002005,0.102030,0.031049,0.078485,0.023884,-0.000224,-0.000023,-0.040027
1959.222685,0.000000,14.940553,0.000000,0.148423,15.070988,0.051665,0.000000,0.000000,0.000000,0.000000,0.161184,-0.006226,0.096144,0.030470,0.073957,0.023438,-0.000229,-0.000021,-0.036689
1963.752943,0.000000,15.065382,0.000000,0.152531,15.075096,0.052350,0.000000,0.000000,0.000000,0.000000,0.161184,-0.006226,0.090116,0.029932,0.069320,0.023025,-0.000235,-0.000020,-0.036689
1968.269938,0.000000,14.867760,0.000000,0.156649,15.079214,0.050795,0.000000,0.000000,0.000000,0.000000,0.161184,-0.006226,0.083937,0.029435,0.064567,0.022642,-0.000241,-0.000018,-0.036689
1972.762238,0.000000,14.990088,0.000000,0.160777,15.083342,0.051426,0.000000,0.000000,0.000000,0.000000,0.161184,-0.006226,0.077600,0.028979,0.059692,0.022291,-0.000247,-0.000017,-0.036689
1977.241171,0.000000,15.107483,0.000000,0.164913,15.087478,0.052006,0.000000,0.000000,0.000000,0.000000,0.161184,-0.006226,0.071095,0.028562,0.054689,0.021971,-0.000254,-0.000015,-0.036689
1981.697876,0.000000,14.921878,0.000000,0.169059,15.091624,0.050495,0.000000,0.000000,0.000000,0.000000,0.247559,-0.014691,0.064414,0.028184,0.049549,0.021680,-0.000260,-0.000014,-0.032246
1986.130786,0.000000,15.037594,0.000000,0.173215,15.095780,0.051015,0.000000,0.000000,0.000000,0.000000,0.247559,-0.014691,0.057547,0.027845,0.044267,0.021419,-0.000268,-0.000012,-0.032246
1990.548893,0.000000,14.956534,0.000000,0.177379,15.099944,0.050179,0.000000,0.000000,0.000000,0.000000,0.247559,-0.014691,0.050485,0.027544,0.038835,0.021188,-0.000275,-0.000011,-0.032246
1994.923145,0.000000,14.975492,0.000000,0.181553,15.104118,0.049992,0.000000,0.000000,0.000000,0.000000,0.247559,-0.014691,0.043219,0.027280,0.033245,0.020985,-0.000284,-0.000009,-0.032246
1999.280511,0.000000,15.086223,0.000000,0.185736,15.108301,0.050382,0.000000,0.000000,0.000000,0.000000,0.247559,-0.014691,0.035738,0.027054,0.027491,0.020811,-0.000292,-0.000008,-0.032246
2003.601495,0.000000,14.921161,0.000000,0.189928,15.112493,0.048906,0.000000,0.000000,0.000000,0.000000,0.352983,-0.023678,0.028032,0.026865,0.021563,0.020666,-0.000301,-0.000007,-0.027840
2007.879398,0.000000,15.032643,0.000000,0.194129,15.116694,0.049212,0.000000,0.000000,0.000000,0.000000,0.352983,-0.023678,0.020091,0.026713,0.015455,0.020549,-0.000310,-0.000005,-0.027840
2012.128554,0.000000,14.964436,0.000000,0.198339,15.120904,0.048293,0.000000,0.000000,0.000000,0.000000,0.352983,-0.023678,0.011904,0.026597,0.009157,0.020460,-0.000320,-0.000004,-0.027840
2016.316944,0.000000,14.988651,0.000000,0.202558,15.125123,0.047916,0.000000,0.000000,0.000000,0.000000,0.352983,-0.023678,0.003459,0.026518,0.002661,0.020399,-0.000330,-0.000002,-0.027840
2020.446839,0.000000,14.929409,0.000000,0.206785,15.129350,0.046939,0.000000,0.000000,0.000000,0.000000,0.352983,-0.023678,-0.005255,0.026475,-0.004042,0.020366,-0.000340,-0.000001,-0.027840
2024.518586,0.000000,14.958604,0.000000,0.211021,15.133587,0.046437,0.000000,0.000000,0.000000,0.000000,0.481075,-0.033497,-0.014250,0.026468,-0.010961,0.020360,-0.000352,0.000000,-0.023546
2028.524395,0.000000,14.989736,0.000000,0.215266,15.137831,0.045838,0.000000,0.000000,0.000000,0.000000,0.481075,-0.033497,-0.023538,0.026498,-0.018106,0.020383,-0.000363,0.000002,-0.023546
2032.445406,0.000000,14.942313,0.000000,0.219519,15.142084,0.044632,0.000000,0.000000,0.000000,0.000000,0.481075,-0.033497,-0.033131,0.026564,-0.025486,0.020434,-0.000375,0.000003,-0.023546
2036.275913,0.000000,14.900209,0.000000,0.223780,15.146345,0.043308,0.000000,0.000000,0.000000,0.000000,0.481075,-0.033497,-0.043044,0.026666,-0.033111,0.020512,-0.000388,0.000005,-0.023546
2040.000907,0.000000,14.863815,0.000000,0.228049,15.150614,0.041821,0.000000,0.000000,0.000000,0.000000,0.481075,-0.033497,-0.053290,0.026804,-0.040992,0.020619,-0.000401,0.000006,-0.023546
2043.590403,0.000000,14.913310,0.000000,0.232325,15.154890,0.040538,0.000000,0.000000,0.000000,0.000000,0.636227,-0.044484,-0.070743,-0.002339,-0.048882,0.020906,-0.000388,0.000022,-0.019515
2047.016017,0.000000,15.046989,0.000000,0.236609,15.159174,0.039296,0.000000,0.000000,0.000000,0.000000,0.636227,-0.044484,-0.087638,-0.030410,-0.056536,0.021506,-0.000377,0.000037,-0.019515
2050.238743,0.000000,15.110327,0.000000,0.240900,15.163465,0.037096,0.000000,0.000000,0.000000,0.000000,0.636227,-0.044484,-0.103916,-0.057111,-0.063971,0.022394,-0.000367,0.000051,-0.019515
2053.202031,0.000000,15.108255,0.000000,0.245197,15.167762,0.033761,0.000000,0.000000,0.000000,0.000000,0.636227,-0.044484,-0.119532,-0.082207,-0.071202,0.023543,-0.000357,0.000064,-0.019515
2055.815324,0.000000,15.047152,0.000000,0.249500,15.172066,0.028974,0.000000,0.000000,0.000000,0.000000,0.636227,-0.044484,-0.136099,-0.112740,-0.078177,0.024969,-0.000341,0.000079,-0.019515
2057.933175,0.000000,14.935624,0.000000,0.253809,15.176374,0.022135,0.000000,0.000000,0.000000,0.000000,0.714130,-0.114638,-0.151683,-0.140941,-0.084847,0.026683,-0.000326,0.000092,-0.016185
2059.314439,0.000000,14.934566,0.000000,0.258120,15.180685,0.012320,0.000000,0.000000,0.000000,0.000000,0.714130,-0.114638,-0.166743,-0.168759,-0.091224,0.028658,-0.000312,0.000105,-0.016185
2059.562743,0.000000,15.060246,0.000000,0.262434,15.184999,-0.002367,0.000000,0.000000,0.000000,0.000000,0.714130,-0.114638,-0.181544,-0.196790,-0.097324,0.030867,-0.000298,0.000116,-0.016185
2058.426502,0.000000,14.952441,0.000000,0.266746,15.189311,-0.015717,0.000000,0.000000,0.000000,0.000000,0.714130,-0.114638,-0.195510,-0.218796,-0.103160,0.033284,-0.000285,0.000126,-0.016185
2056.262729,0.000000,14.890685,0.000000,0.271055,15.193620,-0.024142,0.000000,0.000000,0.000000,0.000000,0.714130,-0.114638,-0.208969,-0.239598,-0.108748,0.035882,-0.000273,0.000134,-0.016185
2053.436274,0.000000,15.010119,0.000000,0.275359,15.197924,-0.030309,0.000000,0.000000,0.000000,0.000000,0.676052,-0.234918,-0.222769,-0.262663,-0.114105,0.038635,-0.000262,0.000141,-0.015926
2050.167391,0.000000,15.001774,0.000000,0.279656,15.202221,-0.034345,0.000000,0.000000,0.000000,0.000000,0.676052,-0.234918,-0.235538,-0.282139,-0.119248,0.041518,-0.000252,0.000147,-0.015926
2046.561734,0.000000,14.853115,0.000000,0.283946,15.206511,-0.036621,0.000000,0.000000,0.000000,0.000000,0.676052,-0.234918,-0.247088,-0.297256,-0.124193,0.044507,-0.000242,0.000152,-0.015926
2042.711527,0.000000,14.946614,0.000000,0.288228,15.210793,-0.039383,0.000000,0.000000,0.000000,0.000000,0.676052,-0.234918,-0.259641,-0.317193,-0.128954,0.047580,-0.000234,0.000155,-0.015926
2038.667757,0.000000,14.893351,0.000000,0.292502,15.215067,-0.040911,0.000000,0.000000,0.000000,0.000000,0.676052,-0.234918,-0.270959,-0.332654,-0.133546,0.050716,-0.000226,0.000158,-0.015926
2034.468317,0.000000,14.845664,0.000000,0.296767,15.219332,-0.042107,0.000000,0.000000,0.000000,0.000000,0.639055,-0.323383,-0.281950,-0.347368,-0.137984,0.053894,-0.000218,0.000160,-0.019329
2030.149621,0.000000,14.884138,0.000000,0.301023,15.223589,-0.043537,0.000000,0.000000,0.000000,0.000000,0.639055,-0.323383,-0.293226,-0.363786,-0.142282,0.057094,-0.000212,0.000160,-0.019329
2025.724816,0.000000,14.928381,0.000000,0.305271,15.227836,-0.044821,0.000000,0.000000,0.000000,0.000000,0.639055,-0.323383,-0.304284,-0.379818,-0.146453,0.060298,-0.000206,0.000160,-0.019329
2021.213188,0.000000,14.978033,0.000000,0.309508,15.232073,-0.045999,0.000000,0.000000,0.000000,0.000000,0.639055,-0.323383,-0.315144,-0.395508,-0.150511,0.063489,-0.000200,0.000159,-0.019329
2016.624674,0.000000,15.032469,0.000000,0.313736,15.236302,-0.047098,0.000000,0.000000,0.000000,0.000000,0.639055,-0.323383,-0.325819,-0.410884,-0.154469,0.066648,-0.000196,0.000157,-0.019329
2011.967492,0.000000,15.091200,0.000000,0.317955,15.240520,-0.048137,0.000000,0.000000,0.000000,0.000000,0.622778,-0.371721,-0.336322,-0.425974,-0.158339,0.069759,-0.000192,0.000154,-0.023688
2007.253142,0.000000,15.067074,0.000000,0.322164,15.244729,-0.048571,0.000000,0.000000,0.000000,0.000000,0.622778,-0.371721,-0.345888,-0.437735,-0.162135,0.072806,-0.000188,0.000151,-0.023688
2002.487853,0.000000,14.867192,0.000000,0.326362,15.248927,-0.047796,0.000000,0.000000,0.000000,0.000000,0.622778,-0.371721,0.124835,-0.158878,-0.165867,0.075775,-0.000185,0.000146,-0.023688
1997.684660,0.000000,14.933525,0.000000,0.330551,15.253116,-0.048680,0.000000,0.000000,0.000000,0.000000,0.622778,-0.371721,0.113674,-0.180957,-0.169469,0.078694,-0.000176,0.000145,-0.023688
1992.844173,0.000000,15.003921,0.000000,0.334730,15.257295,-0.049553,0.000000,0.000000,0.000000,0.000000,0.622778,-0.371721,0.102921,-0.202508,-0.172907,0.081572,-0.000169,0.000142,-0.023688
1987.963094,0.000000,15.077689,0.000000,0.338898,15.261463,-0.050417,0.000000,0.000000,0.000000,0.000000,0.622387,-0.386459,0.092540,-0.223566,-0.176196,0.084385,-0.000161,0.000138,-0.028466
1983.049554,0.000000,15.060414,0.000000,0.343056,15.265621,-0.050642,0.000000,0.000000,0.000000,0.000000,0.622387,-0.386459,0.080544,-0.241946,-0.179349,0.087113,-0.000155,0.000134,-0.028466
1978.106677,0.000000,14.850617,0.000000,0.347204,15.269769,-0.049543,0.000000,0.000000,0.000000,0.000000,0.622387,-0.386459,0.064988,-0.254745,-0.182378,0.089734,-0.000149,0.000128,-0.028466
1973.146415,0.000000,14.929995,0.000000,0.351342,15.273907,-0.050353,0.000000,0.000000,0.000000,0.000000,0.622387,-0.386459,0.055699,-0.273918,-0.185297,0.092230,-0.000144,0.000121,-0.028466
1968.160409,0.000000,15.012937,0.000000,0.355469,15.278034,-0.051173,0.000000,0.000000,0.000000,0.000000,0.622387,-0.386459,0.046711,-0.292763,-0.188117,0.094582,-0.000139,0.000113,-0.028466
1963.149368,0.000000,15.099474,0.000000,0.359585,15.282150,-0.052006,0.000000,0.000000,0.000000,0.000000,0.604379,-0.383763,0.038007,-0.311310,-0.190852,0.096771,-0.000135,0.000105,-0.033498
1958.110626,0.000000,14.876894,0.000000,0.363691,15.286257,-0.050701,0.000000,0.000000,0.000000,0.000000,0.604379,-0.383763,0.023785,-0.320160,-0.193512,0.098779,-0.000132,0.000095,-0.033498
1953.054531,0.000000,14.964548,0.000000,0.367787,15.290352,-0.051503,0.000000,0.000000,0.000000,0.000000,0.604379,-0.383763,0.015630,-0.337648,-0.196109,0.100590,-0.000129,0.000085,-0.033498
1947.976479,0.000000,15.055802,0.000000,0.371872,15.294437,-0.052324,0.000000,0.000000,0.000000,0.000000,0.604379,-0.383763,0.007717,-0.354920,-0.198655,0.102187,-0.000127,0.000074,-0.033498
1942.892380,0.000000,15.041820,0.000000,0.375946,15.298511,-0.052405,0.000000,0.000000,0.000000,0.000000,0.604379,-0.383763,-0.001843,-0.368358,-0.201159,0.103554,-0.000125,0.000062,-0.033498
1938.658414,0.000000,12.077216,2.509011,0.380010,15.302575,-0.032370,0.000000,0.000000,0.000000,0.000000,0.597938,-0.341130,-0.281585,-0.057862,-0.203891,0.104834,-0.000149,0.000065,-0.038723
1936.188063,0.000000,9.207521,4.694633,0.384068,15.306633,-0.014533,0.000000,0.000000,0.000000,0.000000,0.597938,-0.341130,-0.309560,-0.229889,-0.207114,0.106127,-0.000174,0.000063,-0.038723
1935.256084,0.000000,6.431537,6.605505,0.388121,15.310687,0.000614,0.000000,0.000000,0.000000,0.000000,0.597938,-0.341130,-0.542994,-0.269860,-0.210830,0.107344,-0.000198,0.000057,-0.038723
